STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs,Total crimes against STs
ASSAM,DHEMAJI,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,G.R.P.,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GUWAHATI CITY,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2011,0,0,0,0,0,0,0,0,1,1,2
ASSAM,KAMRUP,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,N.C.HILLS,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NAGAON,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,R.P.O.,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,2011,0,0,0,0,0,0,0,0,0,0,0
ASSAM,UDALGURI,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ARARIA,2011,0,0,0,0,0,0,10,0,10,0,20
BIHAR,ARWAL,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BAGAHA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,2011,0,0,0,0,0,0,3,0,3,0,6
BIHAR,BEGUSARAI,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BETTIAH,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BHABHUA,2011,0,0,0,0,0,0,0,0,16,0,16
BIHAR,BHAGALPUR,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,GOPALGANJ,2011,0,0,0,0,0,0,0,0,2,0,2
BIHAR,JAMALPUR RLY.,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2011,1,1,0,0,0,1,6,0,12,3,24
BIHAR,JEHANABAD,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,2011,0,0,0,0,0,0,0,0,6,0,6
BIHAR,KATIHAR RLY.,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2011,0,0,0,0,0,0,0,0,1,0,1
BIHAR,LAKHISARAI,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2011,0,0,0,0,0,0,0,0,10,0,10
BIHAR,MUZAFFARPUR RLY.,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2011,0,0,0,0,0,0,0,0,0,1,1
BIHAR,NAUGACHIA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2011,0,0,0,0,0,0,0,0,6,0,6
BIHAR,SAHARSA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2011,0,0,0,0,0,0,0,0,5,0,5
BIHAR,SUPAUL,2011,0,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2011,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BALRAMPUR,2011,1,8,0,0,0,0,9,0,0,7,25
CHHATTISGARH,BILASPUR,2011,3,1,0,0,0,0,4,0,0,6,14
CHHATTISGARH,BIZAPUR,2011,0,0,0,0,0,0,0,0,0,2,2
CHHATTISGARH,DANTEWARA,2011,0,0,0,0,0,0,0,0,0,1,1
CHHATTISGARH,DHAMTARI,2011,0,1,0,0,0,0,0,0,0,4,5
CHHATTISGARH,DURG,2011,1,2,0,0,0,0,1,0,0,6,10
CHHATTISGARH,GARIYABAND,2011,1,4,0,0,0,0,0,0,0,4,9
CHHATTISGARH,GRP RAIPUR,2011,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JAGDALPUR,2011,6,15,2,0,1,0,16,0,0,9,49
CHHATTISGARH,JANJGIR,2011,2,0,0,0,1,0,16,0,0,15,34
CHHATTISGARH,JASHPUR,2011,1,10,3,0,0,0,0,0,0,10,24
CHHATTISGARH,KABIRDHAM,2011,1,1,0,0,0,0,0,0,0,4,6
CHHATTISGARH,KANKER,2011,0,4,0,0,0,0,1,0,0,10,15
CHHATTISGARH,KORBA,2011,1,8,0,0,0,0,8,0,0,16,33
CHHATTISGARH,KORIYA,2011,2,7,0,0,0,0,3,0,0,7,19
CHHATTISGARH,MAHASAMUND,2011,0,0,0,0,0,0,2,0,0,1,3
CHHATTISGARH,NARAYANPUR,2011,1,0,0,0,0,0,1,0,0,0,2
CHHATTISGARH,RAIGARH,2011,0,2,0,0,0,0,2,0,0,7,11
CHHATTISGARH,RAIPUR,2011,0,4,1,0,0,0,0,0,0,6,11
CHHATTISGARH,RAJNANDGAON,2011,1,1,0,0,0,0,0,0,1,2,5
CHHATTISGARH,SARGUJA,2011,1,13,0,0,0,0,1,0,0,19,34
CHHATTISGARH,SURAJPUR,2011,0,9,0,0,0,0,3,0,0,12,24
GOA,NORTH GOA,2011,0,0,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,2011,0,0,0,0,0,0,0,0,1,0,1
GUJARAT,AHMEDABAD COMMR.,2011,0,0,0,0,0,0,0,0,1,0,1
GUJARAT,AHMEDABAD RURAL,2011,1,1,1,0,0,0,0,0,2,1,6
GUJARAT,AHWA-DANG,2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AMRELI,2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,ANAND,2011,0,1,0,0,0,0,0,0,2,1,4
GUJARAT,BHARUCH,2011,2,0,2,0,0,0,11,0,6,4,25
GUJARAT,BHAVNAGAR,2011,0,1,0,0,0,1,0,0,0,0,2
GUJARAT,CID CRIME,2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,2011,0,1,1,0,0,0,1,0,0,0,3
GUJARAT,GANDHINAGAR,2011,1,0,0,0,0,0,1,0,0,0,2
GUJARAT,HIMATNAGAR,2011,1,1,1,0,0,2,3,0,0,2,10
GUJARAT,JAMNAGAR,2011,0,0,0,0,0,0,1,0,0,1,2
GUJARAT,JUNAGADH,2011,0,0,0,0,1,0,0,0,1,0,2
GUJARAT,KHEDA NORTH,2011,0,1,0,0,0,0,0,0,0,1,2
GUJARAT,KUTCH (EAST(G)),2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,KUTCH (WEST-BHUJ),2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,MEHSANA,2011,0,1,0,0,0,0,0,0,0,1,2
GUJARAT,NARMADA,2011,0,0,0,0,0,0,1,0,0,0,1
GUJARAT,NAVSARI,2011,1,0,1,0,0,0,1,0,0,4,7
GUJARAT,PALANPUR,2011,1,1,1,0,0,0,10,0,0,7,20
GUJARAT,PANCHMAHAL,2011,0,1,0,0,0,0,1,0,1,4,7
GUJARAT,PATAN,2011,0,0,0,0,0,0,3,0,0,3,6
GUJARAT,PORBANDAR,2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT COMMR.,2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT RURAL,2011,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,SURAT COMMR.,2011,1,1,2,0,0,0,0,0,7,0,11
GUJARAT,SURAT RURAL,2011,1,1,1,1,0,0,5,0,0,2,11
GUJARAT,SURENDRANAGAR,2011,0,2,1,0,0,0,0,0,0,1,4
GUJARAT,TAPI,2011,0,1,0,0,0,0,1,0,1,0,3
GUJARAT,VADODARA COMMR.,2011,0,1,0,0,0,0,1,0,1,1,4
GUJARAT,VADODARA RURAL,2011,0,2,4,0,0,0,1,0,1,3,11
GUJARAT,VALSAD,2011,0,3,0,0,0,0,1,0,0,2,6
GUJARAT,W.RLY AHMEDABAD,2011,0,0,1,0,0,0,0,0,0,0,1
GUJARAT,W.RLY VADODARA,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,AMBALA,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FATEHABAD,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GRP,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,HISSAR,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KAITHAL,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KURUKSHETRA,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,MAHENDRAGARH,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,MEWAT,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PALWAL,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,REWARI,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,ROHTAK,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2011,0,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,BADDIPOLICEDIST,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,BILASPUR,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CHAMBA,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CID,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KANGRA,2011,0,0,0,0,0,0,0,0,3,0,3
HIMACHAL PRADESH,KINNAUR,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,LAHAUL-SPITI,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SHIMLA,2011,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,SIRMAUR,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SOLAN,2011,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,UNA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BANDIPORA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KISHTWAR,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS JAMMU,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SAMBA,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SHOPIAN,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SOPORE,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2011,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2011,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,BOKARO,2011,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHAIBASA,2011,0,0,0,0,0,0,0,0,3,3,6
JHARKHAND,CHATRA,2011,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,2011,0,0,0,0,0,0,1,0,2,1,4
JHARKHAND,DHANBAD,2011,0,1,0,0,0,0,1,0,5,3,10
JHARKHAND,DHANBAD RLY.,2011,0,1,0,0,0,0,0,0,2,0,3
JHARKHAND,DUMKA,2011,0,0,0,0,0,0,0,0,7,7,14
JHARKHAND,GARHWA,2011,0,9,6,0,0,0,24,0,34,14,87
JHARKHAND,GIRIDIH,2011,0,0,0,0,0,0,0,0,1,0,1
JHARKHAND,GODDA,2011,0,0,0,0,0,0,0,0,5,0,5
JHARKHAND,GUMLA,2011,0,2,21,0,0,0,2,0,7,0,32
JHARKHAND,HAZARIBAGH,2011,0,0,1,0,0,0,1,0,2,0,4
JHARKHAND,JAMSHEDPUR,2011,2,3,2,1,0,0,16,0,9,16,49
JHARKHAND,JAMSHEDPUR RLY.,2011,0,0,0,0,0,0,0,0,1,0,1
JHARKHAND,JAMTARA,2011,0,1,0,0,0,0,0,0,1,8,10
JHARKHAND,KHUNTI,2011,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,KODERMA,2011,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2011,0,0,0,0,0,0,0,0,5,5,10
JHARKHAND,LOHARDAGGA,2011,0,7,0,0,0,0,3,0,1,12,23
JHARKHAND,PAKUR,2011,0,0,0,0,0,0,0,0,2,0,2
JHARKHAND,PALAMU,2011,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,RAMGARH,2011,0,0,0,0,0,0,2,0,0,1,3
JHARKHAND,RANCHI,2011,0,1,0,0,0,0,8,0,5,3,17
JHARKHAND,SAHEBGANJ,2011,2,1,0,0,0,0,5,0,6,2,16
JHARKHAND,SARAIKELA,2011,0,0,0,0,0,0,0,0,4,4,8
JHARKHAND,SIMDEGA,2011,0,1,0,0,0,0,0,0,2,1,4
KARNATAKA,BAGALKOT,2011,0,0,0,0,0,0,5,0,8,3,16
KARNATAKA,BANGALORE COMMR.,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BANGALORE RURAL,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELGAUM,2011,2,0,0,0,0,0,0,0,19,0,21
KARNATAKA,BELLARY,2011,0,0,0,0,0,0,0,0,24,0,24
KARNATAKA,BIDAR,2011,0,0,0,0,0,0,0,0,2,2,4
KARNATAKA,BIJAPUR,2011,0,0,0,0,0,0,3,0,0,0,3
KARNATAKA,CBPURA,2011,0,0,0,0,0,0,0,0,15,15,30
KARNATAKA,CHAMARAJNAGAR,2011,0,0,0,0,0,0,0,0,1,1,2
KARNATAKA,CHICKMAGALUR,2011,0,0,0,0,0,0,1,0,1,1,3
KARNATAKA,CHITRADURGA,2011,0,1,0,0,0,0,5,0,5,5,16
KARNATAKA,DAKSHIN KANNADA,2011,0,0,0,0,0,0,0,0,1,0,1
KARNATAKA,DAVANAGERE,2011,0,0,0,0,0,0,0,0,12,12,24
KARNATAKA,DHARWAD COMMR.,2011,0,0,0,0,0,0,0,0,3,3,6
KARNATAKA,DHARWAD RURAL,2011,0,0,0,0,0,0,0,0,16,16,32
KARNATAKA,GADAG,2011,0,0,0,0,0,0,0,0,4,4,8
KARNATAKA,GULBARGA,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HASSAN,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2011,0,0,0,0,0,0,3,0,3,3,9
KARNATAKA,K.G.F.,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KODAGU,2011,0,1,0,0,0,0,0,0,0,2,3
KARNATAKA,KOLAR,2011,0,0,0,0,0,0,0,0,3,3,6
KARNATAKA,KOPPAL,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANGALORE CITY,2011,0,0,0,0,0,0,0,0,2,2,4
KARNATAKA,MYSORE COMMR.,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE RURAL,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAICHUR,2011,0,0,0,0,0,0,0,4,23,0,27
KARNATAKA,RAILWAYS,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAMANAGAR,2011,0,0,0,0,0,0,0,0,2,2,4
KARNATAKA,SHIMOGA,2011,1,0,0,0,0,0,0,0,0,0,1
KARNATAKA,TUMKUR,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,UDUPI,2011,0,0,0,0,0,0,0,0,5,3,8
KARNATAKA,UTTAR KANNADA,2011,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,YADGIRI,2011,0,0,0,0,0,0,0,0,13,20,33
KERALA,ALAPUZHA,2011,0,0,0,0,0,0,2,0,0,3,5
KERALA,ERNAKULAM COMMR.,2011,0,0,0,0,0,0,0,0,0,6,6
KERALA,ERNAKULAM RURAL,2011,0,1,0,0,0,0,0,0,1,1,3
KERALA,IDUKKI,2011,0,5,0,0,0,0,7,0,0,7,19
KERALA,KANNUR,2011,0,5,0,0,0,0,6,0,0,7,18
KERALA,KASARGOD,2011,0,39,0,0,0,0,7,0,1,3,50
KERALA,KOLLAM COMMR.,2011,0,0,0,0,0,0,1,0,0,0,1
KERALA,KOLLAM RURAL,2011,0,0,0,0,0,0,1,0,11,0,12
KERALA,KOTTAYAM,2011,0,1,0,0,0,0,0,0,2,4,7
KERALA,KOZHIKODE COMMR.,2011,0,0,0,0,0,0,0,0,1,1,2
KERALA,KOZHIKODE RURAL,2011,0,2,0,0,0,0,0,0,0,2,4
KERALA,MALAPPURAM,2011,0,2,0,0,0,0,1,0,3,1,7
KERALA,PALAKKAD,2011,0,24,0,0,0,0,6,0,1,4,35
KERALA,PATHANAMTHITTA,2011,0,0,0,0,0,0,0,0,0,0,0
KERALA,RAILWAYS,2011,0,0,0,0,0,0,0,0,0,0,0
KERALA,THRISSUR COMMR.,2011,0,0,0,0,0,0,0,0,0,1,1
KERALA,THRISSUR RURAL,2011,0,0,0,0,0,0,2,0,0,0,2
KERALA,TRIVANDRUM COMMR.,2011,0,0,0,0,0,0,0,0,0,0,0
KERALA,TRIVANDRUM RURAL,2011,0,15,0,0,0,0,1,0,1,4,21
KERALA,WAYANADU,2011,0,15,0,0,0,0,8,0,1,14,38
MADHYA PRADESH,ALIRAJPUR,2011,1,1,0,0,0,0,0,0,0,1,3
MADHYA PRADESH,ANUPPUR,2011,3,7,0,1,1,0,4,0,0,23,39
MADHYA PRADESH,ASHOK NAGAR,2011,2,2,1,0,0,1,1,0,0,3,10
MADHYA PRADESH,BALAGHAT,2011,2,9,0,0,0,0,9,0,0,17,37
MADHYA PRADESH,BARWANI,2011,0,6,0,0,0,0,6,0,0,5,17
MADHYA PRADESH,BETUL,2011,3,22,3,0,0,0,1,0,0,43,72
MADHYA PRADESH,BHIND,2011,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,BHOPAL,2011,0,8,0,0,0,0,0,0,0,1,9
MADHYA PRADESH,BHOPAL RLY.,2011,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,BURHANPUR,2011,0,7,0,0,0,1,0,0,0,8,16
MADHYA PRADESH,CHHATARPUR,2011,0,4,0,0,0,0,8,0,0,4,16
MADHYA PRADESH,CHHINDWARA,2011,0,15,1,0,0,0,0,0,0,23,39
MADHYA PRADESH,DAMOH,2011,2,4,1,0,0,0,8,0,0,9,24
MADHYA PRADESH,DATIYA,2011,0,0,0,0,0,0,2,0,0,1,3
MADHYA PRADESH,DEWAS,2011,0,10,1,0,0,0,4,0,0,27,42
MADHYA PRADESH,DHAR,2011,1,16,1,0,0,0,7,0,0,14,39
MADHYA PRADESH,DINDORI,2011,1,4,0,0,0,0,1,0,0,18,24
MADHYA PRADESH,GUNA,2011,0,3,1,1,0,0,5,0,0,14,24
MADHYA PRADESH,GWALIOR,2011,0,2,1,0,0,0,1,0,0,13,17
MADHYA PRADESH,HARDA,2011,1,12,2,0,0,0,13,0,0,14,42
MADHYA PRADESH,HOSHANGABAD,2011,1,10,2,0,0,0,32,0,0,21,66
MADHYA PRADESH,INDORE,2011,4,5,0,0,0,0,0,0,0,6,15
MADHYA PRADESH,INDORE RLY.,2011,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2011,0,9,0,0,0,0,11,0,0,18,38
MADHYA PRADESH,JABALPUR RLY.,2011,0,1,0,0,0,0,0,0,0,0,1
MADHYA PRADESH,JHABUA,2011,0,3,0,0,0,0,0,0,0,4,7
MADHYA PRADESH,KATNI,2011,2,6,0,0,0,0,2,0,0,22,32
MADHYA PRADESH,KHANDWA,2011,3,9,1,0,0,0,0,0,0,28,41
MADHYA PRADESH,KHARGON,2011,2,8,0,0,0,0,2,0,0,14,26
MADHYA PRADESH,MANDLA,2011,1,11,1,0,0,0,14,0,0,17,44
MADHYA PRADESH,MANDSAUR,2011,1,2,1,0,0,0,3,0,0,2,9
MADHYA PRADESH,MORENA,2011,0,1,0,0,0,0,1,0,0,7,9
MADHYA PRADESH,NARSINGHPUR,2011,1,6,0,0,0,0,15,0,0,12,34
MADHYA PRADESH,NEEMUCH,2011,0,0,0,0,0,0,0,0,0,8,8
MADHYA PRADESH,PANNA,2011,0,1,0,0,0,0,0,0,0,12,13
MADHYA PRADESH,RAISEN,2011,0,13,4,0,0,2,11,0,0,20,50
MADHYA PRADESH,RAJGARH,2011,0,1,0,0,0,0,3,0,0,6,10
MADHYA PRADESH,RATLAM,2011,0,3,5,0,0,0,3,0,0,7,18
MADHYA PRADESH,REWA,2011,2,6,1,0,0,0,1,0,0,9,19
MADHYA PRADESH,SAGAR,2011,3,12,5,0,0,0,38,0,0,22,80
MADHYA PRADESH,SATNA,2011,1,3,0,0,0,0,6,0,0,12,22
MADHYA PRADESH,SEONI,2011,2,6,1,0,0,0,14,0,0,17,40
MADHYA PRADESH,SHAHDOL,2011,1,16,3,0,0,0,5,0,0,27,52
MADHYA PRADESH,SHAJAPUR,2011,0,1,0,0,0,0,1,0,1,1,4
MADHYA PRADESH,SHEOPUR,2011,0,2,0,0,0,0,0,0,0,21,23
MADHYA PRADESH,SHIVPURI,2011,2,10,0,0,0,0,4,0,0,13,29
MADHYA PRADESH,SIDHI,2011,0,1,2,0,0,1,0,0,0,6,10
MADHYA PRADESH,SIHORE,2011,0,5,0,0,0,0,7,0,0,7,19
MADHYA PRADESH,SINGRAULI,2011,5,6,1,0,0,0,1,0,0,8,21
MADHYA PRADESH,TIKAMGARH,2011,0,4,0,0,0,0,0,0,0,6,10
MADHYA PRADESH,UJJAIN,2011,1,3,0,0,0,0,0,0,0,1,5
MADHYA PRADESH,UMARIYA,2011,1,3,0,0,0,0,7,0,0,15,26
MADHYA PRADESH,VIDISHA,2011,0,7,0,0,0,0,12,0,0,11,30
MAHARASHTRA,AHMEDNAGAR,2011,3,2,0,0,0,2,0,0,2,6,15
MAHARASHTRA,AKOLA,2011,0,1,0,0,0,0,1,0,0,7,9
MAHARASHTRA,AMRAVATI COMMR.,2011,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,AMRAVATI RURAL,2011,0,3,2,0,0,0,0,0,4,3,12
MAHARASHTRA,AURANGABAD COMMR.,2011,0,0,0,0,0,0,0,0,0,1,1
MAHARASHTRA,AURANGABAD RURAL,2011,2,1,0,0,0,0,0,0,1,2,6
MAHARASHTRA,BEED,2011,0,2,0,1,0,0,0,0,0,4,7
MAHARASHTRA,BHANDARA,2011,1,2,0,0,0,0,0,0,0,0,3
MAHARASHTRA,BULDHANA,2011,0,0,0,0,0,0,0,0,0,3,3
